ID(deprecated),Gender,Armor Image,File Name,link,Name,Rarity,Description,effects,Story Notes,Type,Class,main slot,Job,II,Slot 1,Slot 2
,F,,IMG_3841,https://drive.google.com/uc?export=view&id=1f8_zwvN6CfnyOAc-EYg8WC7Rp80Dy3IC,Navy Blue Pullover Hoodie,common,A blue pullover hoodie that's perfect for outdoor activities.,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,IMG_3839,https://drive.google.com/uc?export=view&id=15Ed5JF1kWJspzWJoJUbFTMNTanl1k9Xl,Pumpkin Spice Tee,common,"An elegant orange women's tee, radiating vibrant energy and perfect for making a bold fashion statement.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,IMG_3837,https://drive.google.com/uc?export=view&id=1KZ5GsHQsUq2VJEww7_8YBkbcXJvh00e-,Chunky Knit Sweater,common,"A thickly knitted sweater, offering extra warmth and comfort for women, perfect for embracing the cold with style and coziness.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,IMG_3835,https://drive.google.com/uc?export=view&id=1gBccM1Tz19epGODm5LsReEUagkF-4xhv,Purple Notch Neck,common,"A women’s garment in a captivating shade of purple, featuring an elegant notch neckline. This unique design blends bold color with refined style, perfect for making a statement.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,IMG_3833,https://drive.google.com/uc?export=view&id=1wiRUr46Fb48X-_1bz1E3Fh3Ta1lovV1b,Blazer with Sweater Insert,common,"A stylish blazer with a sweater insert, offering a layered look that’s both sleek and cozy. Perfect for casual sophistication or sharp formal vibes.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,IMG_3831,https://drive.google.com/uc?export=view&id=1lj0-JHHhjx5IFZgD1h0ggK-5YTY3F2m7,Faux Leather Jacket,common,"A faux leather jacket, perfect for a tomboyish vibe.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,IMG_3829,https://drive.google.com/uc?export=view&id=1X6Y4rawLxNbUjM9VrmM0I_9pMTq6Xb4w,Built-In Bra Tank,common,"A stylish tank top, perfect for summer days and gym sessions alike!",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,IMG_2205,https://drive.google.com/uc?export=view&id=1jf7Vk-DUocGd_IYtI9nyefnG_2_EjMO_,The Legendary Somola Warrior's Armor,legendary,"The legendary armor of the Somola Kingdom, worn by generations of its greatest kings. Steeped in history and forged in battle, this timeless armor symbolizes the enduring might and honor of Somola’s royal lineage.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,IMG_2203,https://drive.google.com/uc?export=view&id=1XOtCC7ZsBzLJB3K5ypPZnh69qWgRct6o,Armor of the New Somola King,legendary,"A newly forged armor crafted exclusively for the new king of the Somola Kingdom. Unlike its predecessors, this armor is a unique creation, embodying the strength and majesty of a rising ruler.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,IMG_1670,https://drive.google.com/uc?export=view&id=1qAVyTe114to9h-RpuxtOTtVOSuYybpEM,Brithael Warrior Vestments,legendary,"The ceremonial garb of The Order's esteemed women leaders. Exquisitely designed for sacred rituals, yet forged with the resilience for fierce combat.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,IMG_1669,https://drive.google.com/uc?export=view&id=1xFip5i0QP2G7IepKOsKoVXW8DMNMc-Z2,Nagmerrie Biker Jacket,legendary,"A weathered biker jacket worn by rebellious riders, exuding a sense of untamed freedom. Its rugged design and faded look capture the raw spirit of the open road.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,IMG_1668,https://drive.google.com/uc?export=view&id=1mhNT75RY5fFHoWxmoKWrRH04VyEp_7cE,Nomalies,epic,"An elegant armor worn by a female insect tamer, crafted with intricate designs that reflect her mastery over swarming creatures.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,IMG_1638,https://drive.google.com/uc?export=view&id=1H6D5Xf8PbBVMJYB2NxAaFtblUogxflbL,Decimator Strider Armor,legendary,"Armor of desert pirates who use modified, battered vehicles. The armor is Light despite being made of Heavy Metal and provides significant protection for the Rider",,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,STARLITE,https://drive.google.com/uc?export=view&id=13OQdESAHOwPPpFB03h36jHZ0MGZTj8es,Tiny Starlite Tiara,rare,,,,FOREHEAD CROWN,EQUIPS,Headgear,,,,-
,M,,IMG_2235,https://drive.google.com/uc?export=view&id=1RKqkvxRBCSwbzLAZTHp6shIJAIYMHeW2,Wingrider Helm,common,mounted wingrider soldiers helmet,,,LARGE FULL FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,IMG_2252,https://drive.google.com/uc?export=view&id=1R7bsX6tR0LTukKcUdb4CnVjTv8_iLoPD,Nocturnus Terror,legendary,legendary dark helmet,,,LARGE FULL FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,IMG_3756,https://drive.google.com/uc?export=view&id=10PJEUnKN-QjZIktMcNT1xnBAxhCG-wbO,Buzzkill's Ornament,epic,,,,LARGE 1 BY 3 FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,IMG_3753,https://drive.google.com/uc?export=view&id=1h4T6OgxcSjkeQ1cCdtdPtvJsOMCb8vFk,Behemoth Crown,legendary,behemoth helmet,,behemoth hatchy,LARGE 1 BY 3 FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,IMG_2238,https://drive.google.com/uc?export=view&id=1DNNEWDuWKm8I2Ae9aF7aDLDUlThfIZtO,Dreven Darkmore,common,,,,LARGE 1 BY 3 FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,IMG_2239,https://drive.google.com/uc?export=view&id=1PMlaDd2q15lPYVww6uBrtZveafc8mPfc,Ruhtra - Arthur Crown,epic,,,,LARGE 1 BY 3 FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,IMG_2241,https://drive.google.com/uc?export=view&id=1vclhqqsE0mr1hdFaMfYAlIWyJhjPIgL3,Spirit of Ellendigedier,rare,,,,LARGE 1 BY 3 FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,IMG_2244,https://drive.google.com/uc?export=view&id=1dSfhWrrHWwPPf-Q61JhhXtRKGWjsb8F_,Royal Crown of Xaman'Ek,epic,"The Royal Crown of Xaman'Ek is a celestial artifact woven from starlight, adorned with jade and obsidian. It grants its bearer the power to traverse realms and unlock ancient secrets, guiding them with the wisdom of the Northern Star.",,,LARGE 1 BY 3 FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,IMG_3758,https://drive.google.com/uc?export=view&id=1LK8IKkx0DoYXwasVZ4sjd2forez4l2KI,Azhassi Domino Mask,legendary,,,,LARGE 1 BY 2 FACIAL CROWN,EQUIPS,Headgear,,,,-
,F,,QUIEJESTER,https://drive.google.com/uc?export=view&id=17_zZAC8Wxsf0fuG0jSSf8-D4OmIDIS6y,Grand Jesters Bell crown,epic,"A mystical headpiece adorned with blue bells that chime with magic, weaving illusions and turning every movement into a spell of dazzling trickery.",,,LARGE 1 BY 2 FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,IMG_2237,https://drive.google.com/uc?export=view&id=1gD3Gd8soJKD-cJz6i_l5U-fqHMai_Pcf,The Violent Maniac,epic,"A helmet forged from gleaming black steel, crowned with blue crystal feathers atop. Worn by a ruthless executioner, it embodies the wearer's twisted desire to watch enemies suffer in agony before meeting their end.",,,LARGE 1 BY 2 FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,IMG_2202,https://drive.google.com/uc?export=view&id=1PbwwiEjAAHi1Ajxdi-nHIOUnOcII5_Kb,Ixor Commanders Regalia,legendary,Ixor National Airguard Commanders Helm,,Ixor National Airguard Commanders Helm,LARGE 1 BY 2 FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,IMG_2240,https://drive.google.com/uc?export=view&id=1XKiarYejOV7T3Ju2wIMYH3zadJLvRgza,Gryphoneers Headguard,rare,,,Gryphon rider,LARGE 1 BY 2 FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,IMG_1901,https://drive.google.com/uc?export=view&id=1-3tOomqzT3CfJzKEx9Zmt2QSLCoVOjO4,Open-Faced Daimon Mask,rare,,,,FACIAL CROWN,EQUIPS,Eyewear,,,,-
,M,,IMG_6053,https://drive.google.com/uc?export=view&id=1gcH0d-Ucx6KdpQA4Q8qgnkpHDAJn_6v5,,legendary,,,,LARGE 1 BY 3 FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,SKYXPLORER,https://drive.google.com/uc?export=view&id=1YRtljl32uGs4Bh6Y-viCYC4DTT3Rewct,Celestine Tiara,common,,,,EYEBROW CROWN,EQUIPS,Eyewear,,,,-
,M,,NEBULAAR,https://drive.google.com/uc?export=view&id=12MTtkzgWXyNwck2HH53e9Z1sWdS_s3IK,Nebular Crown,legendary,"Unbelievably light yet durable, its made from an unknown material, not from this world",,,EYEBROW CROWN,EQUIPS,Eyewear,,,,-
,M,,EQUINOUX,https://drive.google.com/uc?export=view&id=1z2odpgwJbZcYqfpasFDcr6yKaGj3nwBn,Equinox Crown,epic,A crown forged at the precise moment of perfect balance between day and night. It is said that the wearer will be blessed throughout both day and night.,,,EYEBROW CROWN,EQUIPS,Eyewear,,,,-
,F,,CELESTIAL STRAND,https://drive.google.com/uc?export=view&id=1BcZgq1mWeRYoMwmv1mguvnbmGeDjbFtW,Celestial Strand,rare,,,,EYEBROW CROWN,EQUIPS,Eyewear,,,,-
,M,,Demonplate Chains (Male),https://drive.google.com/uc?export=view&id=1_6q8CFVKjf7eJmTstahiwH4xNZERBnLN,Demonplate Chains (Male),rare,,,,BACK ACCESSORIES,EQUIPS,Back,,,,-
,F,,Demonplate Chains (Female),https://drive.google.com/uc?export=view&id=1CEjZmbIRnq80MKmKaeMRxTVbbK67LaMg,Demonplate Chains (Female),rare,,,,BACK ACCESSORIES,EQUIPS,Back,,,,-
,F,,IMG_3134,https://drive.google.com/uc?export=view&id=1_PX-RI0-ckaMlUQCoYSPAepAFsw7OURX,Waypoint Shoulder Plate F,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_3136,https://drive.google.com/uc?export=view&id=1Np_B0bx4HkCHQTyw7W2fyd4bDdnTGB74,Waypoint Shoulder Plate M,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,U,,Spiritual Blue,https://drive.google.com/uc?export=view&id=1IdZIJECCvdq3T0cKsxd4c5jNEeWdCPC9,Spiritual Blue,common,Spiritual Blue-colored background.,,,BACKGROUND,EQUIPS,Background,,,,-
,U,,Heroism Orange,https://drive.google.com/uc?export=view&id=1JM08as-FV9SJ7wLTi9JRPjirsWCU2oFK,Heroism Orange,common,Heroism Orange-colored background.,,,BACKGROUND,EQUIPS,Background,,,,-
,U,,Chivalry Orange,https://drive.google.com/uc?export=view&id=1vQZ0UqSaN-xKBNIysb1WdHqRomf_G27h,Chivalry Orange,common,Chivalry Orange-colored background.,,,BACKGROUND,EQUIPS,Background,,,,-
,U,,Magical Purple,https://drive.google.com/uc?export=view&id=1EMr7ir40BWpDsJ_WOKqUqErV16nZvmDc,Magical Purple,common,Magical purple-colored background.,,,BACKGROUND,EQUIPS,Background,,,,-
,U,,Courage Yellow,https://drive.google.com/uc?export=view&id=1L4PH-OfjSZj-0f-r7-_anUsUZ7ZJwoiI,Courage Yellow,common,Courage Yellow-colored background.,,,BACKGROUND,EQUIPS,Background,,,,-
,U,,Prudence Lime,https://drive.google.com/uc?export=view&id=1ByHYW8AvAv8xCgoWBSvQyP7y1I3fHf1h,Prudence Lime,common,Prudence Lime-colored background.,,,BACKGROUND,EQUIPS,Background,,,,-
,U,,Enigmatic Red,https://drive.google.com/uc?export=view&id=1LWqEoLo7vOZ15PwhheMNtsBNpH5WbGKr,Enigmatic Red,common,Enigmatic Red-colored background.,,,BACKGROUND,EQUIPS,Background,,,,-
,U,,IMG_3426,https://drive.google.com/uc?export=view&id=1QzOEeHksn2qO7P7zDsVSNE8SWS0EqXAb,Esotericism Aura,epic,An aura that reveals the person as someone deeply immersed in spirituality.,,,AURA,EQUIPS,Effects,,,,-
,U,,IMG_3425,https://drive.google.com/uc?export=view&id=1eLj3T77XVD9nKpZ2izu9SYYlzEjRkJqz,Berserk Aura,epic,"An aura that reveals the person is in berserk mode, radiating uncontrollable rage and raw power.",,,AURA,EQUIPS,Effects,,,,-
,U,,IMG_3424,https://drive.google.com/uc?export=view&id=1YdEtQUgiUze5GtknbpKMIhwMGY5z_RCv,Aggressive Aura,epic,"An aura that reveals the person as someone who thrives on violence, radiating a palpable sense of aggression.",,,AURA,EQUIPS,Effects,,,,-
,U,,IMG_3423,https://drive.google.com/uc?export=view&id=1tALQIt7MuEOZBQEXXpmmnLxtYuqzo6xu,Atrocity Aura,legendary,"An aura that reveals the person as a ruthless powerhouse, radiating a terrifying sense of cruelty and dominance.",,,AURA,EQUIPS,Effects,,,,-
,U,,IMG_3422,https://drive.google.com/uc?export=view&id=1zHbtxDPq8uVWx6H41lnllc8heNfSYFLb,Warrior Aura,rare,An aura typically possessed by a knight.,,,AURA,EQUIPS,Effects,,,,-
,U,,IMG_2785,https://drive.google.com/uc?export=view&id=12HOt8kzsWIb30bjDZARmhN0-VHw2BqLF,Curse Aura,epic,"An aura that reveals the person bears a sealed curse within, radiating a dark and ominous presence.",,,AURA,EQUIPS,Effects,,,,-
,F,,IMG_2786,https://drive.google.com/uc?export=view&id=1yKw4AK9_Zua3cXxr4L6EdClF1wKTRErO,Diviner Aura,rare,An aura that reveals the person as a seer.,,,AURA,EQUIPS,Effects,,,,-
,M,,IMG_2789,https://drive.google.com/uc?export=view&id=1svcx0QkHc96BM7Y3KBkRfpqtgL0RTPbn,Shaman Aura,epic,An aura that reveals the person is possessed by something unknown.,,,AURA,EQUIPS,Effects,,,,-
,M,,IMG_2790,https://drive.google.com/uc?export=view&id=1ECzeepTec5ehfS1ZWBaEG-HpsRNsOJRy,Peacefulness Aura,rare,An aura that reveals the person as a lover of tranquility and peace.,,,AURA,EQUIPS,Effects,,,,-
,F,,IMG_2787,https://drive.google.com/uc?export=view&id=1KwwUKQGrBnGmUVnoPz4Kdf66MiK4BTx5,Majesty Aura,rare,"An aura typically possessed by those with immense authority, exuding a sense of grandeur and commanding respect.",,,AURA,EQUIPS,Effects,,,,-
,M,,IMG_2788,https://drive.google.com/uc?export=view&id=1Yn8a7VRUBv37QasUDfpkT6nd-Ozi8GdZ,Cryptic Power Aura,rare,"An aura that reveals the person as someone powerful, harboring deeply hidden secrets of a cryptic nature.",,,AURA,EQUIPS,Effects,,,,-
,M,,Serpentine Face Mask,https://drive.google.com/uc?export=view&id=18dksVnSeiTB5dtsJfpUHXG7BrKx70BZe,Mask of Hypnosss,legendary,"A mysterious mask. Its origins are unknown. Its purpose, too, remains a mystery.",,,MASK,EQUIPS,Eyewear,,,,-
,M,,IMG_3764,https://drive.google.com/uc?export=view&id=1Nb01ofoK1Hx9VRFjK0Z2_OuxioQre2N4,Oceanic Glasses,epic,hatchy armor,,monster armor,GLASSES,EQUIPS,Eyewear,,,,-
,M,,FALCOON,https://drive.google.com/uc?export=view&id=1towc_lWRVv5HctEvSBmI3SeW2-mgvgIM,Falcoon,rare,,,,GLASSES,EQUIPS,Eyewear,,,,-
,M,,IMG_3761,https://drive.google.com/uc?export=view&id=1MY9X2juu2H0xWNfmvbp8ChFzaKyEj7W4,Spore Helm,epic,,,,HAT,EQUIPS,Headgear,,,,-
,M,,BOYSCAP,https://drive.google.com/uc?export=view&id=13W3nIbt86A-BDxqcOySabhb2n3UOkL5w,Boyscap,epic,,,,HAT,EQUIPS,Headgear,,,,-
,M,,HOLYSAINT,https://drive.google.com/uc?export=view&id=19qo-9pfK4f-gQ-8vvJjSNjlKRkq5Co_s,Holysaint,epic,,,,HAT,EQUIPS,Headgear,,,,-
,M,,PERSISTHAT,https://drive.google.com/uc?export=view&id=1oNvKTunpPhxVbsvLoQfWEn-K9TWf6_Zc,Persist Hat,rare,,,,HAT,EQUIPS,Headgear,,,,-
,M,,PIRATE BANDANA,https://drive.google.com/uc?export=view&id=140eg2MBXgO84hctgaleEfuArCenFf2g4,Pirate Bandana,rare,,,,HAT,EQUIPS,Headgear,,,,-
,M,,IMG_1618,https://drive.google.com/uc?export=view&id=1v7jQvp_LtU33xcRBbSFH6r0hMQr-2UAN,Captain's Heavy Shoulder Guard,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_1626,https://drive.google.com/uc?export=view&id=1iVspzleeM6xWUKFY2saJwEkf5vOQ8QoM,Bleves Tenabres,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_1628,https://drive.google.com/uc?export=view&id=1CkZuwa5Yxjk2Z7N-rpiIJKgHhgdU-N_u,Darkheart Shoulder Guard,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_1631,https://drive.google.com/uc?export=view&id=1_aZSX0q6D-S1WUc_TMNN1NujgTB09fCN,Nightmare Bronze Shoulder Plate,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_1633,https://drive.google.com/uc?export=view&id=1qAJV6EWhBgHEaTQbIWEGCtAiqojk7ged,Demonplate Shoulder Guard,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_1635,https://drive.google.com/uc?export=view&id=1klw3XWP4YXsRcw3e4cQKx9jvLFvPmna-,Champions guard,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_1637,https://drive.google.com/uc?export=view&id=1FRxeQkGTxCPZj5LOCFNU-P5M0dN8kESQ,Divine Solo Shoulder Guard,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_1641,https://drive.google.com/uc?export=view&id=1DEeAVezNHegNYN-nfSx1hBTwRYNlfsOr,Adventurers Shoulder Guard,common,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_1639,https://drive.google.com/uc?export=view&id=1AoNRPNx908kNWO6Re7NkqCQsZh32T3nW,Sentinels Pauldron,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_6059,https://drive.google.com/uc?export=view&id=11ygQ-2xohcGThLWdmJXep_iZjJLEirTd,Runic Swordfighter War Helm,legendary,"The war helm of a bloodthirsty swordsman, whose twisted joy lies in the slow, excruciating torment of his victims. Each kill is a symphony of suffering, relished until their final breath.",,,HELMET,EQUIPS,Headgear,,,,-
,M,,IMG_6049,https://drive.google.com/uc?export=view&id=1VJy8FE96PAl56rIEdiU8ps9c8Lpgkkvl,Imperius Blademaster War Helm,legendary,"The war helm of a master swordsman, whose relentless ambition for world domination burned with every strike of his blade.",,,HALF FACE HEAD HELMET,EQUIPS,Headgear,,,,-
,F,,IMG_1667,https://drive.google.com/uc?export=view&id=1CMClYDHUAGKsptx0qaliDMDZLxV_zOO9,Feathered Shoulder Guard,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,IMG_1671,https://drive.google.com/uc?export=view&id=11iGZf2inoGfa1M4CHXJcx7HCOfCoQf1F,Shoulderguard of the pumpkin king F,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,IMG_1672,https://drive.google.com/uc?export=view&id=1Y2h2q592Xmbaq_J5F--U8gNPQgW80qUY,Stryders Guard,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,IMG_1674,https://drive.google.com/uc?export=view&id=1AZ1ORn8zC605zIlVR19Gh8B7CKZBS4oV,Crystal of the dawn,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,IMG_1676,https://drive.google.com/uc?export=view&id=1PsklS5Noz4wbrGhIhpqhSmOCicLxX1B_,Vasukani Defenders,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_2204,https://drive.google.com/uc?export=view&id=1JBj0FCjpYRx3-0KHcwuBB7MW1th8TGvZ,Heavy Pauldrons,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_2206,https://drive.google.com/uc?export=view&id=1xygZQiWBRIrp1SVCv7JAcEiNP5bJW1QX,Golden Hatchy Shoulder Protector,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,IMG_2198,https://drive.google.com/uc?export=view&id=1BA-KC5VFO2KK56fuyKfx_mEjPabXT7qP,Shoulderguards of the Magus,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,IMG_2201,https://drive.google.com/uc?export=view&id=1TrEyRWoCnM8LBdjPfxwTNe5jj_EOGXk2,Northerners Cloak F,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_2642,https://drive.google.com/uc?export=view&id=1FXFqxhOpgIesKUw0hRyrP13V7y7lpqyP,Northerners Cloak M,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,IMG_2651,https://drive.google.com/uc?export=view&id=1ncZnna_c-qe6ZFubobdluTkJppE67LFf,Bleves Tenabres,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,IMG_2655,https://drive.google.com/uc?export=view&id=1X6kd03VBu-T6kbRj0uW4jKcRIPyVdRW1,Darkheart Shoulder Guard,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,IMG_2657,https://drive.google.com/uc?export=view&id=1Tw3i2i8jlsEdhhMg3Wz9ptDMXge2uF9n,Demonplate Shoulder Guard,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,IMG_2660,https://drive.google.com/uc?export=view&id=1NdgEzG1QV_y_wXeParzKgo1hjyVArgrY,Nightmare Bronze Shoulder Plate,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_3763,https://drive.google.com/uc?export=view&id=1ViZMFQFHtWHFTn_Jpj_04nhRc2Tzv4C1,Duck Beak Mask,epic,"The Duck Beak Mask offers a playful yet practical design, featuring a vibrant beak shape that adds a whimsical touch to any outfit. Perfect for costume parties or quirky disguises.",,,MOUTH MASK,EQUIPS,Mouth Slot,,,,-
,M,,dark Legion Armor,https://drive.google.com/uc?export=view&id=1k70AHJeKixFCP4x8sMYRcuHi4e3x1Gvf,Dark Legion Mask,rare,"The Iron Legion Mask, infused with the essence of darkness, unleashes shadowy tendrils from the heavens to consume enemies below.",,,LARGE FULL FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,abyssal Legion Armor,https://drive.google.com/uc?export=view&id=14IUgGfTgxFOYNbYk8hy3dSGlc08_ZjR0,Abyssal Legion Mask,epic,"The Iron Legion Mask, infused with the chaotic essence of the abyss, releases uncontrollable tendrils of corruption to ravage enemies above.",,,LARGE FULL FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,light Legion Armor,https://drive.google.com/uc?export=view&id=13ov-uiJYF6tEEKVd8lC3I-7cYeq3Q1-z,Light Legion Mask,rare,"The Iron Legion Mask, infused with the essence of light, channels radiant beams from the heavens to smite enemies below.",,,LARGE FULL FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,void Legion Armor,https://drive.google.com/uc?export=view&id=11aSij1qRNPqvNftOSYdQoJ02uN1rwDkt,Void Legion Mask,legendary,"The Iron Legion Mask, infused with the essence of the void, summons phantom chains from the empty expanse above to devour enemies below.",,,LARGE FULL FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,fire Legion Armor,https://drive.google.com/uc?export=view&id=1HHhDD7SZwLWlHQ1XlMoRwf5KouC7itYb,Fire Legion Mask,rare,"The Iron Legion Mask, infused with the essence of fire, channels blazing embers from the heavens to strike enemies below.",,,LARGE FULL FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,plant Legion Armor,https://drive.google.com/uc?export=view&id=13EQIlNhTtogZnKueV5ZeWkp5lCHZBOLJ,Plant Legion Mask,rare,"The Iron Legion Mask, infused with the essence of plants, summons twisting vines from the heavens to ensnare enemies below.",,,LARGE FULL FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,water Legion Armor,https://drive.google.com/uc?export=view&id=1_71D9-ctbs7nrXzBG5NZ76da2acoYjWs,Water Legion Mask,rare,"The Iron Legion Mask, infused with the essence of water, channels powerful torrents from the heavens to engulf enemies below.",,,LARGE FULL FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,dark Lepirox Valor plate,https://drive.google.com/uc?export=view&id=1KYik3QHDgEql1dYF-WuLMnx8XoVla2rr,Shadowy Lepirox Valor,rare,"The upgraded Lepirox Valor is a powerful armor that absorbs diseases from Dark-type Hatchies and transfers them into a specific elixir or formula. Designed for protection and healing, this armor transforms the absorbed ailments into potent remedies, harnessing the unique power of Hatchy diseases.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,abyssal Lepirox Valor plate,https://drive.google.com/uc?export=view&id=1DfKSRdWLKC-AgPBIKSa8g8woEJbdoN4E,Profound Lepirox Valor,rare,"The upgraded Lepirox Valor is a powerful armor that absorbs diseases from Abyssal-type Hatchies and transfers them into a specific elixir or formula. Designed for protection and healing, this armor transforms the absorbed ailments into potent remedies, harnessing the unique power of Hatchy diseases.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,light Lepirox Valor plate,https://drive.google.com/uc?export=view&id=1Dne-JtV-r3th3IupuHVxwtaCToF_jFv6,Glare Lepirox Valor,rare,"The upgraded Lepirox Valor is a powerful armor that absorbs diseases from Light-type Hatchies and transfers them into a specific elixir or formula. Designed for protection and healing, this armor transforms the absorbed ailments into potent remedies, harnessing the unique power of Hatchy diseases.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,void Lepirox Valor plate,https://drive.google.com/uc?export=view&id=1Izmu8xD-l_Q4hywlVVNusLpMQuK_6u5v,Nothingness Lepirox Valor,legendary,"The upgraded Lepirox Valor is a powerful armor that absorbs diseases from Void-type Hatchies and transfers them into a specific elixir or formula. Designed for protection and healing, this armor transforms the absorbed ailments into potent remedies, harnessing the unique power of Hatchy diseases.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,fire Lepirox Valor plate,https://drive.google.com/uc?export=view&id=1619bFJGedkzEjgR7ivZhXjvNTd0FlUeO,Spark Lepirox Valor,rare,"The upgraded Lepirox Valor is a powerful armor that absorbs diseases from Fire-type Hatchies and transfers them into a specific elixir or formula. Designed for protection and healing, this armor transforms the absorbed ailments into potent remedies, harnessing the unique power of Hatchy diseases.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,plant Lepirox Valor plate,https://drive.google.com/uc?export=view&id=1PeeCa6KfzHR_iHIiaxo9afJ2UKtG-tSZ,Greenery Lepirox Valor,rare,"The upgraded Lepirox Valor is a powerful armor that absorbs diseases from Plant-type Hatchies and transfers them into a specific elixir or formula. Designed for protection and healing, this armor transforms the absorbed ailments into potent remedies, harnessing the unique power of Hatchy diseases.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,water Lepirox Valor plate,https://drive.google.com/uc?export=view&id=1Vt1EprTPNGclhdNbFcurkFtGF026b6H_,Dew Lepirox Valor,rare,"The upgraded Lepirox Valor is a powerful armor that absorbs diseases from Water-type Hatchies and transfers them into a specific elixir or formula. Designed for protection and healing, this armor transforms the absorbed ailments into potent remedies, harnessing the unique power of Hatchy diseases.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,dark Lepirox Valor,https://drive.google.com/uc?export=view&id=1B2pQYLIVMr89F2QYSFiqYlt5ScCknlNt,Dark Mystishroud,rare,,,,LARGE 1 BY 2 FACIAL CROWN,EQUIPS,Headgear,,,,-
